category,inclination,eccentricity,period,perigee,apogee
active,53.16024490253793,0.0001111,21567.38546218991,250253.82076851398,250310.85069511362
active,53.158144900764135,6.94e-05,21536.29406023769,250017.81474855368,250053.4049576013
active,53.15954490194667,0.0001129,21567.266011906,250252.4112159126,250310.3649057367
active,53.16024490253793,0.0001193,21567.387421326537,250251.73169490203,250312.9708547162
active,53.16094490312919,0.0001082,21567.466787801048,250255.21021769152,250310.75165396603
active,53.16054490279132,0.0001222,21567.41493384399,250251.20562631424,250313.93346951174
active,53.15924490169326,0.000113,21567.42833776496,250253.67323275164,250311.67854550257
active,53.16164490372046,0.0001663,21567.437301910675,250240.0643247449,250325.42968919943
active,53.16234490431173,0.0001328,21567.42897202031,250248.59638262217,250316.76545947485
active,53.16074490296026,0.0001391,21567.479923988496,250247.38359592686,250318.78670981637
active,53.16024490253793,0.0001129,21567.609567177333,250255.1365341931,250313.09083946355
active,53.16074490296026,0.0001783,21567.432382905266,250236.94537737462,250328.47058584084
active,43.00033632083028,0.0001137,21964.47815189722,253393.5796917296,253452.65846620817
active,43.0038363237866,0.0001321,21964.47515514756,253388.77572341016,253457.41517282755
active,43.000836321252606,0.0001275,21964.487332189074,253390.06681818163,253456.3161220065
active,43.001936322181734,0.0001033,21964.441518516003,253395.99278084486,253449.6676323655
active,43.004936324715736,0.0001327,21964.454455669795,253388.45663878592,253457.4078061978
active,43.0029363230264,0.0001723,21627.953580038575,250718.32865660172,250806.93931907392
active,43.00213632235067,9.7e-05,21964.420965283804,253397.4674693053,253447.8687989233
active,43.00113632150601,9.49e-05,21952.367744346928,253302.96770051314,253352.2598260054
active,43.00333632336427,0.0001441,21964.527591075504,253386.07153369646,253460.9463285704
active,43.00333632336427,0.0001252,21963.524963612905,253383.07650568782,253448.1288237951
active,43.0038363237866,0.0001785,21964.390500962032,253376.05353126253,253468.8022840256
active,43.00463632446234,0.0001547,21964.413948541933,253382.4216487914,253462.80395839282
active,43.00123632159047,0.0001583,21964.51012215059,253382.24462306974,253464.4977371854
active,43.003536323533204,0.0001063,21964.227641066856,253393.5270247584,253448.76032270343
active,43.005636325307,0.0002053,21964.236718823508,253367.8784776955,253474.55203547986
active,43.004336324208936,0.0001339,21964.620242624598,253389.45201337087,253459.02705311787
active,43.004136324040005,0.0001003,21964.477757203316,253397.05791468124,253449.17401854414
active,43.003536323533204,0.0001504,21964.45216060298,253383.84006726663,253461.9881822354
active,43.00123632159047,0.0001598,21964.470272640105,253381.54073823555,253464.57315603588
active,43.0065363260672,0.00012,21420.539307274954,249085.33254502845,249146.65110306622
active,43.002436322604076,0.0001436,21964.40298489173,253385.21899412628,253459.8337052939
active,43.00463632446234,9.93e-05,21964.685441248555,253398.95524175803,253450.55206863396
active,43.00093632133707,0.0001003,21964.38952154426,253396.36220229688,253448.47816658588
active,43.001936322181734,0.0001146,21964.43745464485,253393.02498948824,253452.57133242677
active,43.001636321928345,0.0001545,21964.45369552022,253382.78698523305,253463.06547143759
active,43.00153632184387,0.0001704,21964.372213638642,253378.01373452254,253466.55367120847
active,43.00113632150601,0.0001189,21964.48727371585,253392.30064739293,253454.08137061485
active,43.00153632184387,0.0001931,21964.263455126213,253371.25881707692,253471.5933554314
active,43.00113632150601,0.0001689,21964.20730750392,253377.10328463666,253464.86338120655
active,43.005436325138064,0.0002028,21964.262461101767,253368.73092583477,253474.1055698761
active,43.00333632336427,0.0001418,21964.387650418015,253385.56573217787,253459.24512715772
active,53.160444902706864,0.0001229,21510.804562044934,249801.76094921003,249864.7376742909
active,53.16124490338259,0.0001321,21510.796584297215,249799.34046642043,249867.03146175214
active,53.159644902031125,0.0001553,21579.356676414944,250337.4276087211,250417.17580543132
active,53.1582449008486,0.0001164,21510.847689655275,249803.76873906064,249863.4147976243
active,53.159644902031125,0.0001106,21510.763439552837,249804.58584861137,249861.25970472954
active,53.159044901524325,0.0001189,21510.951401329974,249803.95163811365,249864.87895047062
active,53.1591449016088,0.0001126,21511.044640339223,249806.30605924164,249864.0052618964
active,53.16014490245346,0.0001374,21929.75170615303,253113.55267607587,253184.87075385515
active,53.16024490253793,0.0001649,21929.621476017637,253105.3883755302,253190.98011109364
active,53.16034490262239,0.000128,21929.31456626766,253112.54377966264,253178.98186294487
active,53.15994490228453,0.0001293,21484.942032520965,249594.74401754845,249660.94712921372
active,53.159044901524325,0.0001375,21510.65727610989,249796.85089393365,249867.30866587308
active,53.15614489907481,0.0001058,21511.1178720857,249808.62974462166,249862.8445714043
active,53.15934490177773,0.0001224,21567.44136114893,250251.3639319201,250314.19449067098
active,53.16184490388939,0.0001824,21929.84144154721,253102.5818030922,253197.25758819716
active,53.16114490329812,0.0001825,21929.628106248994,253100.87301546952,253195.60009181156
active,53.161444903551526,0.0001576,21929.590102691545,253107.03543046582,253188.8380057194
active,43.002336322519604,8.75e-05,21964.50358775654,253400.5870377596,253446.05226869893
active,43.00203632226621,8.75e-05,21964.436694496453,253400.05959749405,253445.52473612325
active,43.004136324040005,0.0001683,21964.424371328874,253378.97053551534,253466.41944944978
active,43.00263632277301,0.0001122,21964.475579077945,253393.94910773492,253452.2484743036
active,43.0032363232798,0.000154,21964.34832760423,253382.08613467964,253462.10456404721
active,43.003536323533204,0.0001681,21964.38117456948,253378.68192476602,253466.0268039033
active,43.002736322857466,0.0001432,21964.41367079599,253385.40716598634,253459.81406086602
active,43.0038363237866,0.0001259,21963.816343240363,253385.19206115327,253450.6086688652
active,43.002736322857466,0.0001664,21964.464220672806,253379.77833644507,253466.24011231493
active,43.001936322181734,0.0001342,21964.401274563286,253387.64763408477,253457.3780917372
active,43.002536322688535,0.0001311,21964.474204958813,253389.0280327805,253457.1478780424
active,43.00073632116815,9.48e-05,21964.42352347206,253398.0592014564,253447.31741195935
active,43.00333632336427,0.0001133,21964.619263186334,253394.79621704307,253453.66740277119
active,43.004936324715736,0.0001617,21627.903404967517,250720.65671474705,250803.81586716356
active,43.00113632150601,0.0001334,21964.430569456512,253388.0864485824,253457.40128704632
active,43.00263632277301,0.0001299,21964.772232035317,253391.6895741613,253459.1865073643
active,43.000836321252606,6.75e-05,21964.449602408054,253405.35739177183,253440.4305124554
active,43.00123632159047,0.0001313,21964.433083792304,253388.65185433338,253456.87553487957
active,43.002436322604076,0.0001199,21964.462524953095,253391.8457133878,253454.1459921933
active,43.00073632116815,0.0001268,21964.42160848537,253389.73048071782,253455.61593144288
active,43.00173632201281,0.0001235,21964.42172543111,253390.58874500112,253454.7595115108
active,43.00773632708079,9.01e-05,21963.69263677841,253393.5173450842,253440.33239054537
active,43.00123632159047,0.0001014,21964.490226613892,253396.87045092855,253449.55813718739
active,43.001836322097276,0.0001238,21964.40870060667,253390.40811024967,253454.73473173348
active,43.0029363230264,0.000124,21964.4535201011,253390.70953038766,253455.14015974925
active,43.001936322181734,0.0001493,21964.383586566793,253383.58518840483,253461.1615798973
active,43.00123632159047,0.0001706,21964.450099428737,253378.5758381917,253467.2199045454
active,43.00143632175941,0.0001151,21964.412515957687,253392.698457714,253452.50455618088
active,43.002536322688535,0.0001477,21964.571490094808,253385.48236218476,253462.2278301802
active,43.000836321252606,0.0001107,21964.491162185717,253394.4616762629,253451.98166674096
active,43.00123632159047,9.03e-05,21964.485212535015,253399.71470949773,253446.63480165863
active,43.001636321928345,0.0001264,21964.441927826847,253389.99460887883,253455.67225957103
active,43.00283632294194,0.0001308,21964.477801058194,253389.13432641642,253457.0982984437
active,53.16034490262239,0.0001049,21567.57428795126,250256.90997028258,250310.7576230131
active,53.160844903044726,0.0001242,21567.464180297935,250251.08295771916,250314.837540245
active,53.16124490338259,0.0001095,21567.47902193219,250254.9736082925,250311.1823843737
active,53.160644902875795,0.0001005,21567.359880690336,250256.33843518537,250307.92712187386
active,53.16124490338259,0.0001198,21567.3920302321,250251.63992553126,250313.1357544577
active,53.16034490262239,0.0001203,21567.46361651356,250252.07946317105,250313.8320891308
active,53.160444902706864,0.0001773,21510.78571830589,249787.67345420766,249878.52591015497
active,53.16034490262239,0.0001256,21510.53649052993,249798.9408079949,249863.3005391081
active,53.160444902706864,0.000124,21510.863715336087,249801.94876771374,249865.4892740309
active,53.16114490329812,0.0001118,21567.908465643188,250257.7899229354,250315.18010178415
active,53.16054490279132,8.1e-05,21567.496062352267,250262.4236296344,250304.00274617082
active,53.160644902875795,0.0001002,21567.32271362801,250256.1205941688,250307.555225686
active,53.160844903044726,0.0001158,21567.72892260216,250255.3390177986,250314.78218263361
active,53.16094490312919,0.0001042,21567.460346564767,250256.18576484517,250309.67390262254
active,53.160644902875795,0.0001095,21567.41353848409,250254.454146545,250310.6628088516
active,53.16094490312919,0.0001102,21567.505209784907,250255.00168610396,250311.56983348538
active,43.00123632159047,9.45e-05,21964.45208751169,253398.36236205956,253447.46473472024
active,43.00153632184387,0.0001193,21964.404724456836,253391.5458626246,253453.53427148456
active,43.00153632184387,0.0001125,21964.305818192915,253392.53266789948,253450.98761393115
active,43.00123632159047,9.35e-05,21964.417953931534,253398.35302784469,253446.93574834522
active,43.00213632235067,0.0001259,21964.39655288871,253389.76675025097,253455.18451001463
active,43.00033632083028,0.0001147,21964.50529810091,253393.53392722184,253453.13235304414
active,43.001636321928345,0.0001254,21964.423158016558,253390.10641895625,253455.26443086079
active,42.99973632032348,0.0001627,21964.568010912048,253381.55790378773,253466.09741850864
active,43.00133632167494,0.0001017,21964.468840048514,253396.62388410012,253449.46741678545
active,43.00283632294194,0.0001286,21964.451926710844,253389.50188307613,253456.32267771466
active,43.000236320745806,0.0001299,21964.426739480998,253388.96555384007,253456.4617792506
active,43.00113632150601,0.0001143,21964.525208283274,253393.7948313317,253453.1854519781
active,43.00143632175941,0.0001383,21964.285703755777,253385.6712433249,253457.5318131076
active,43.00123632159047,0.0001167,21964.402093182,253392.20059752648,253452.8380387353
active,42.994036315508886,6.72e-05,21964.51830842157,253405.97707639623,253440.89438935873
active,43.00313632319534,0.0001205,21964.412384393836,253391.294497144,253453.9064418571
active,43.00113632150601,0.0001129,21964.454879599383,253393.6040397617,253452.26709101233
active,53.161444903551526,0.0001259,21567.313749577548,250249.45332807294,250314.08025735136
active,53.16164490372046,0.0001304,21567.39159330213,250248.91585944733,250315.85288769193
active,53.161444903551526,0.0001137,21567.419486383104,250253.4233550303,250311.78797675873
active,53.16184490388939,0.0001284,21567.198824345425,250247.90002371874,250313.81001768803
active,53.161944903973854,0.0001261,21567.465321961383,250250.60435823628,250315.33425469534
active,53.161544903635985,0.0001298,21567.12725391591,250246.97296230655,250313.60145366576
active,53.16214490414279,0.0001513,21567.303728454477,250242.85467840426,250320.51989977792
active,53.16204490405833,0.0001243,21567.412481393378,250250.64718479651,250314.45299754915
active,53.16054490279132,0.0001281,21567.509325427392,250250.44009668322,250316.19672646024
active,53.16114490329812,0.0001098,21567.423235534403,250254.45407235605,250310.8167478921
active,53.160844903044726,0.0001723,21567.46881742553,250238.7743482363,250327.21972781562
active,53.16014490245346,0.000118,21567.335032162347,250251.64976786348,250312.2215126746
active,53.161944903973854,0.0001102,21567.46434943325,250254.67755286413,250311.24562879873
active,53.16114490329812,0.0001228,21567.363573443,250250.64420743968,250313.67994324537
active,53.16204490405833,0.0001233,21567.488578094973,250251.5074906734,250314.8001312032
active,53.16214490414279,0.0001709,21567.46110767345,250239.0725181139,250326.799225995
active,53.161444903551526,0.0001469,21567.63183698394,250246.58667534628,250321.99405625573
active,53.161944903973854,0.0001213,21567.504899702315,250252.15028606544,250314.41631339394
active,42.99963632023901,0.0001227,21964.334615816028,253390.10976649218,253453.86468335718
active,43.00013632066135,7.73e-05,21964.02671905051,253399.4769447378,253439.641647405
active,43.00143632175941,0.0001026,21964.435013399234,253396.12335060304,253449.43447043543
active,43.00133632167494,0.0001082,21964.44470529371,253394.74488338557,253450.96578848024
active,43.00123632159047,0.000119,21964.458899622186,253392.05095015568,253453.88358036478
active,43.00223632243514,0.0001009,21964.47588606203,253396.88728062806,253449.3151428526
active,43.00313632319534,0.0001236,21964.43322997463,253390.6534727919,253454.87622186216
active,43.00303632311087,0.0001417,21964.544329109118,253386.82702615196,253460.45481118828
active,43.00053632099921,0.0001228,21964.42897606959,253390.82777335917,253454.63483296722
active,43.001036321421545,0.0001193,21964.391246489053,253391.43959474942,253453.42797825087
active,43.00153632184387,0.0001227,21964.233385926476,253389.31161446616,253453.0663354406
active,43.0029363230264,0.0001349,21964.43282066411,253387.71449696695,253457.80874245195
active,43.001936322181734,9.99e-05,21964.42067291947,253396.71174215904,253448.61991519158
active,43.00053632099921,0.0001006,21964.536449804527,253397.44274769907,253449.7148253509
active,43.002536322688535,0.0001421,21964.489071767533,253386.28743626914,253460.12293878343
active,43.00303632311087,9.6e-05,21964.5212174729,253398.51773213534,253448.39961220045
active,43.00033632083028,0.0001215,21964.356718408442,253390.59579549616,253453.72723474435
active,43.002336322519604,0.0001167,21964.322161200216,253391.57036686363,253452.20766095945
active,43.0047363245468,0.0001584,21964.455405856832,253381.78724633716,253464.09218403892
active,43.00393632387107,0.0001295,21964.47720170821,253389.46734230928,253456.7558302101
active,43.00303632311087,0.0001246,21964.417164548064,253390.26700389592,253455.00932292623
active,43.00223632243514,6.71e-05,21964.421886231507,253405.24277092842,253440.10802156662
active,43.006836326320595,8.94e-05,21964.400733690243,253399.28243238656,253445.73476332388
active,43.00423632412446,0.00012,21964.46626723142,253391.849239464,253454.20148555096
active,43.002436322604076,0.000144,21964.46094617981,253385.57206177112,253460.3947449913
active,43.005636325307,0.0001311,21964.506175200695,253389.28010081322,253457.40001217602
active,43.00073632116815,6.38e-05,21964.497111839635,253406.69326651105,253439.84390838278
active,43.00343632344874,0.0001091,21964.435641983382,253394.43960169866,253451.12813273846
active,43.00303632311087,0.000135,21964.42062906482,253387.59239301927,253457.73857269963
active,43.002436322604076,0.0001282,21964.512592649586,253390.0841229383,253456.69719950386
active,43.00063632108367,0.0001214,21628.026135870856,250731.99213544236,250794.42602100657
active,43.00013632066135,0.0001215,21964.466881199078,253391.46437877647,253454.59602911607
active,43.000836321252606,0.000113,21964.494217412997,253393.88822269975,253452.6033042423
active,43.000836321252606,0.0001429,21964.373836253635,253385.1710356361,253459.4219603752
active,43.00403632395553,0.0001386,21964.317205670388,253385.84167781885,253457.85819622144
active,43.00673632623613,0.000136,21964.4972434045,253387.93665223147,253458.6025975694
active,43.002436322604076,0.0001112,21964.410630209317,253393.69681164218,253451.47646211024
active,43.003736323702135,0.0001159,21964.373894726254,253392.18610467424,253452.40781350934
active,43.004336324208936,0.0001674,21964.47366408218,253379.59298892226,253466.57439174183
active,43.00333632336427,0.0001047,21964.47731865455,253395.91133195968,253450.31368491898
active,43.00303632311087,0.0001024,21964.43783471907,253396.19755599345,253449.40476007064
active,43.005836325475926,0.0001301,21964.429209961232,253388.93307213308,253456.53322289806
active,43.00313632319534,0.0001155,21963.818038860303,253387.9073079065,253447.92016397952
active,43.00463632446234,0.0001055,21964.423362671638,253395.2780662336,253450.09601119877
active,43.00453632437787,0.0001388,21964.47122282851,253387.00405209663,253459.12482758512
active,43.002336322519604,9.39e-05,21964.469117795845,253398.6525222256,253447.44315901006
active,43.002336322519604,0.0001037,21964.519360942566,253396.50262277346,253450.3854422658
active,43.00393632387107,0.0001318,21964.41783698583,253388.4017411107,253456.8851907283
active,43.002336322519604,0.0001124,21964.42725111887,253393.5161003959,253451.91930173506
active,43.00363632361767,0.0001227,21964.454470288052,253391.05476336624,253454.80991216193
active,43.0053363250536,0.0001075,21964.466223376592,253395.09640650116,253450.95362687972
active,43.001936322181734,6.1e-05,21964.30613979032,253405.91489135282,253437.6104623994
active,43.002436322604076,0.0001305,21964.451722055237,253389.0066477423,253456.8146854263
active,43.00343632344874,0.0001391,21964.63595750416,253388.2249437842,253460.5019612967
active,43.004936324715736,0.000157,21964.46131163657,253382.19753034206,253463.77504003557
active,43.002536322688535,0.0001438,21964.36070915903,253384.83371646333,253459.5522519656
active,43.000836321252606,0.0002166,21964.544504529695,253367.36926622392,253479.9153376691
active,43.004136324040005,0.0001864,21964.401771581786,253374.0899658234,253470.9435984798
active,43.00203632226621,0.000164,21964.317527268126,253379.24529717755,253464.4596487887
active,43.001836322097276,8.09e-05,21964.38434671151,253401.36152758406,253443.39722896746
active,43.00333632336427,0.0001574,21964.418831024344,253381.75868189542,253463.543926926
active,43.002736322857466,0.0001329,21964.382446349817,253387.8369245369,253456.89186139256
active,43.0038363237866,0.0002006,21964.43153425971,253370.63544502296,253474.8675065151
active,43.000436320914744,0.0001382,21964.489656499853,253387.3052712342,253459.11432562248
active,43.00203632226621,9.53e-05,21964.423962018678,253397.93275894193,253447.45077079232
active,43.00313632319534,0.0001606,21964.475476749918,253381.37392777597,253464.8220404485
active,43.00143632175941,0.000105,21964.432045897807,253395.47643096207,253450.03458961923
active,42.99743631838075,0.0001489,21964.471632140463,253384.38328849224,253461.75204644358
active,42.99963632023901,0.0001155,21964.481908799167,253393.14167131798,253453.1557366686
active,53.16184490388939,0.0001387,21567.448549387078,250247.23738182324,250318.43509779617
active,53.161344903467054,0.0001816,21567.440628230794,250236.16380017647,250329.3829930741
active,53.161444903551526,0.0001251,21567.520925345998,250251.30209799157,250315.51878288377
active,53.16164490372046,0.0001333,21567.624930520007,250250.02249692063,250318.44864892436
active,53.158144900764135,0.0001232,21567.43090297571,250251.0756426783,250314.31683823193
active,53.158544901102,0.0001002,21567.417174876937,250256.86993650103,250308.30471820143
active,53.15954490194667,0.0001283,21567.45492014332,250249.95719098032,250315.81637452877
active,53.161444903551526,0.0001109,21567.476358047617,250254.59315097722,250311.52057338922
active,53.16054490279132,0.0001274,21567.4633628106,250250.25515786748,250315.65236888637
active,53.159644902031125,0.0001221,21567.48974795029,250251.82476406757,250314.50142009466
active,53.15894490143987,0.0001079,21567.451424683677,250255.16534453258,250310.55275791584
active,53.15924490169326,0.0001478,21567.310662901513,250243.80799433586,250319.676614161
active,53.15924490169326,9.6e-05,21567.39235440596,250257.75101437865,250307.02980933775
active,53.15924490169326,9.26e-05,21567.33174815811,250258.14287866247,250305.67629391787
active,53.161344903467054,0.0001432,21567.41730172787,250245.8345374852,250319.34212998397
active,53.15894490143987,0.0001433,21567.168112990294,250243.83218949576,250317.39054751393
active,43.002336322519604,0.0001523,21964.412866794624,253383.0366414417,253462.1719055034
active,43.0029363230264,0.0001496,21964.451897474333,253384.04583340828,253461.77826629364
active,43.00303632311087,0.0001685,21964.673570976986,253380.88330431582,253468.43680075355
active,43.00063632108367,6.92e-05,21964.435232672768,253404.8024255801,253440.75885362062
active,43.001836322097276,0.0001264,21964.401391508814,253389.6750001428,253455.3525700277
active,43.00033632083028,0.0001032,21964.510706884037,253396.56428905536,253450.18729301865
active,42.99783631871861,9.81e-05,21627.87464653598,250736.78291135668,250787.23378099423
active,43.001936322181734,0.0001669,21964.921840671217,253383.25638135342,253469.97916276573
active,43.002736322857466,8.86e-05,21964.4600398471,253399.95789000244,253445.99462299506
active,43.00173632201281,0.0001228,21964.48133868556,253391.2406278577,253455.04778887526
active,43.002336322519604,0.0001405,21964.445787044155,253386.36184469992,253459.36588744633
active,43.00123632159047,9.58e-05,21964.056319916977,253394.90408651117,253444.68134359538
active,43.00093632133707,0.0001071,21964.456019823883,253395.11987546075,253450.76923778476
active,43.00063632108367,0.0001793,21628.208200851826,250718.54647717057,250810.75783223327
active,43.00113632150601,0.0001281,21964.4091537709,253389.2945407621,253455.85544807563
active,43.005636325307,0.0001034,21627.49285690302,250732.39423563902,250785.5701635579
active,43.00303632311087,0.000135,21964.46087308846,253387.90969433804,253458.05595970136
active,43.00093632133707,9.54e-05,21963.95189133941,253394.18460741141,253443.75386914206
active,43.00313632319534,0.0001611,21964.433580812234,253380.9137101939,253464.62151751906
active,42.99943632007008,9.14e-05,21964.415103380386,253398.87613322923,253446.36768691443
active,43.003536323533204,0.000196,21964.60492246598,253373.19751121182,253475.03994175262
active,42.996936317958415,0.0001803,21593.29606928304,250441.54592901806,250534.17175771698
active,43.001036321421545,9.76e-05,21964.431271131558,253397.39284773072,253448.10595401374
active,43.000836321252606,0.0001888,21964.3343673083,253372.9350280963,253471.03550253253
active,43.00133632167494,0.000102,21964.21346165523,253394.53236038802,253447.53136288782
active,42.99393631542442,9.81e-05,21963.95440556561,253393.50297972147,253444.4751489759
active,43.00263632277301,0.0001322,21964.405689257765,253388.2020425917,253456.89330739694
active,43.00153632184387,0.0001149,21964.459469734622,253393.12062922402,253452.8228925347
active,43.00093632133707,0.0001165,21964.427894320805,253392.45598883092,253452.98955723702
active,42.99513631643802,0.0001161,21964.526333896716,253393.3360636299,253453.6619717018
active,43.001036321421545,0.0001072,21964.46109236251,253395.1338905598,253450.83522164865
active,43.00263632277301,0.0001334,21964.500897984715,253388.64094984694,253457.95593627152
active,43.000836321252606,9.9e-05,21964.462115641476,253397.27232689585,253448.71292343564
active,43.00153632184387,0.0001483,21964.445377733162,253384.33217081975,253461.38910608512
active,43.001936322181734,0.0001692,21964.31058368269,253377.839593476,253465.75584502416
active,43.00133632167494,0.0001293,21964.376759884857,253388.72737099804,253455.91173363428
active,43.002436322604076,0.0001425,21964.46230567901,253385.97248204317,253460.01576536841
active,43.00033632083028,0.0001731,21950.86158927734,253270.7816825778,253360.6876535199
active,43.001836322097276,0.0001426,21964.68381858752,253387.69298890673,253461.78873059995
active,43.00263632277301,0.0001346,21964.567835491103,253388.8569520524,253458.79560368636
active,43.00093632133707,7.62e-05,21964.28149376197,253401.77160313344,253441.365057347
active,43.00423632412446,0.0001249,21627.866581716025,250729.8276438072,250794.06120192405
active,43.002736322857466,0.0001726,21964.62111973356,253379.40458192912,253469.08831740354
active,43.002336322519604,0.0001939,21964.408101260466,253372.19136496398,253472.9420247282
active,43.00113632150601,0.0001059,21964.523410225673,253395.96298678918,253450.98893939817
active,43.00343632344874,0.0001278,21964.592759912524,253390.8201204074,253457.22551743992
active,43.006836326320595,0.0001043,21964.37942038995,253395.24335622572,253449.43770726063
active,43.00003632057688,0.0001471,21608.009817749236,250566.7296695686,250642.33393042412
active,42.996936317958415,7.88e-05,21964.604542385983,253403.64332265017,253444.58813608915
active,43.00223632243514,0.0001173,21964.39510568855,253391.9896237785,253452.93881268412
active,43.0029363230264,0.0001391,21964.448798404053,253386.7493086758,253459.02591560947
active,43.00113632150601,0.0001204,21964.443945144816,253391.56931952006,253454.12936404155
active,43.00203632226621,0.0001277,21964.56112564186,253390.5966810082,253456.95005392624
active,42.99903631973222,0.0001144,21964.467685204403,253393.31530534526,253452.7577825065
active,43.0038363237866,0.0001483,21964.608942543706,253385.62176780807,253462.6790856246
active,43.00033632083028,0.0001023,21964.407838132873,253395.9870221924,253449.14221771364
active,43.00173632201281,0.0001705,21964.22281714126,253376.80988704108,253465.40138206247
active,43.00063632108367,0.0001075,21964.432499062998,253394.83050212273,253450.6876653257
active,43.0038363237866,0.0001303,21964.66881994824,253390.7703067157,253458.47487016226
active,43.00003632057688,7.3e-05,21964.32572801363,253402.95174610952,253440.88253401197
active,43.000836321252606,7.7e-05,21964.452716096814,253402.91383437073,253442.92317582053
active,43.00093632133707,0.0001137,21964.44210324579,253393.2954625718,253452.37417240933
active,43.000236320745806,0.0001124,21964.006283535924,253390.19692327615,253448.59937838046
active,43.001036321421545,9.24e-05,21964.332540045747,253397.9653391089,253445.97637372318
active,42.99653631762055,9.28e-05,21964.98160283004,253402.97911051652,253451.19893503914
active,43.002336322519604,9.07e-05,21964.43553965573,253399.21912929043,253446.34699133757
active,43.00123632159047,9.55e-05,21964.65905476331,253399.73444225197,253449.35672845878
active,53.159644902031125,0.0001242,21567.61114579502,250252.24877482202,250316.00364697276
active,53.15594489890587,0.0001158,21565.043885942163,250234.03916361582,250293.4773948333
active,53.159644902031125,0.0002002,21499.518800414044,249692.3508323893,249794.90193159267
active,53.16004490236899,0.0001271,21567.4645608524,250250.3416597118,250315.58487657458
active,53.16054490279132,0.0001364,21567.438542233314,250247.74831994702,250317.7653744149
active,53.160644902875795,0.0001089,21567.173948000094,250252.7075334406,250308.60778907922
active,53.160844903044726,0.0001241,21567.376244386374,250250.41106290443,250314.11414008215
active,53.15934490177773,0.0001441,21929.763014112894,253111.90304677826,253186.6988149065
active,53.16094490312919,0.0001206,21567.36757627556,250251.24061282646,250313.14705157882
active,53.16074490296026,0.000115,21567.455131562285,250253.37245789217,250312.404462238
active,53.161044903213664,0.0001001,21567.335807356623,250256.2501301776,250307.63345052407
active,53.16024490253793,0.0001194,21567.464546757794,250252.31783732158,250313.60847532333
active,53.16034490262239,0.0001197,21510.726074724476,249801.95766737376,249863.2944912571
active,53.159644902031125,0.0001012,21567.527296145003,250257.4868438137,250309.4351235168
active,53.15994490228453,0.0001034,21567.229549882333,250254.56023448464,250307.6373361134
active,53.16014490245346,0.0001391,21567.502870071043,250247.5656152205,250318.9687797548
active,53.1588449013554,0.000114,21567.525816202422,250254.1898372129,250312.70864764013
active,34.99412955827673,0.0001403,21670.522417151566,251063.80758436167,251136.0558920074
active,43.001836322097276,0.0001187,21964.459747481727,253392.13557544493,253453.81232666093
active,43.000836321252606,0.0001258,21964.355315067918,253389.46759014094,253454.8333079939
active,43.002736322857466,9.56e-05,21964.397780816267,253397.64838656335,253447.3222393552
active,43.002736322857466,0.0001228,21964.524696640834,253391.58248461084,253455.3897295987
active,43.00173632201281,0.0001083,21952.571490420396,253301.09440246562,253357.346986468
active,42.99913631981668,0.0001218,21628.084631618894,250732.35286968522,250794.99258116112
active,43.00263632277301,0.0001236,21964.233195892903,253389.07629686728,253453.29865601147
active,43.001836322097276,0.0001056,21964.505444284205,253395.8992719586,253450.76931376127
active,43.005836325475926,0.000189,21964.627303353747,253375.19257665926,253473.3978442488
active,43.00333632336427,0.0001117,21628.07417124624,250734.8670991876,250792.3125303522
active,43.001636321928345,7.47e-05,21964.49034356037,253403.80806546184,253442.62236701517
active,43.00283632294194,9.14e-05,21964.267168100683,253397.70969476382,253445.20103520455
active,43.00263632277301,8.68e-05,21964.62391186423,253401.71763004287,253446.81930384878
active,43.00223632243514,0.0001053,21964.459864427874,253395.61783057707,253450.33191588538
active,42.994036315508886,6.43e-05,21964.240899564196,253404.54313224947,253437.9533155711
active,43.00123632159047,0.0001488,21964.472114543856,253384.4130720221,253461.72987089198
active,43.00263632277301,7.13e-05,21964.50043019838,253404.77092201848,253441.81858665048
active,43.00283632294194,0.0001163,21628.15405586617,250734.3173526798,250794.12863374798
active,43.00033632083028,9.08e-05,21628.177372194557,250741.05927143604,250787.7563326929
active,43.001836322097276,0.0001014,21627.959476333395,250736.60665791432,250788.75478796492
active,43.00303632311087,0.0001459,21628.011962003275,250725.5798476749,250800.61361970176
active,42.99723631821182,0.0001176,21628.097147227112,250733.53205381922,250794.01179857628
active,42.99713631812735,5.88e-05,21627.830722396095,250746.540382902,250776.78000694088
active,42.99943632007008,0.0001097,21628.046546272803,250735.16244618926,250791.5792629548
active,42.99853631930988,0.0001537,21628.01625668319,250723.60818226988,250802.65336586986
active,42.998736319478816,0.0001179,21628.01858119712,250732.83225708094,250793.46614006197
active,42.999236319901144,9.48e-05,21628.046291142542,250738.9918306008,250787.74583413143
active,42.99953632015454,0.0001319,21628.00097726868,250729.09276758225,250796.9265659323
active,43.00003632057688,7.89e-05,21628.087749889124,250743.40896142088,250783.98592127717
active,42.99843631922541,6.17e-05,21628.144743522917,250748.28351150765,250780.01485271673
active,43.000236320745806,7.45e-05,21628.14107244917,250744.96299665334,250783.27717254596
active,43.00203632226621,8.13e-05,21628.033534637107,250742.36213705526,250784.17330718687
active,43.00093632133707,0.0001461,21628.03775845613,250725.73285673017,250800.86954494106
active,43.000436320914744,9.73e-05,21628.13530362151,250739.0544361185,250789.0942837889
active,43.001036321421545,6.79e-05,21628.31754053155,250748.0587518102,250782.97884166276
