category,inclination,eccentricity,period,perigee,apogee
active,53.05334481224329,0.0001283,21908.308856042157,252946.73184424726,253013.28310896576
active,53.04854480818889,0.000117,21756.727712413056,251752.10619858498,251812.51571134845
active,53.05194481106076,0.0001376,21907.61600523389,252938.8524027835,253010.2262216022
active,53.05394481275008,8.78e-05,21908.69099638927,252960.25150820325,253005.79530391333
active,53.05324481215881,0.0001372,21908.36089324713,252944.8341908858,253016.00214083047
active,53.05474481342581,0.000128,21908.501647998797,252948.3310124708,253014.72705190303
active,53.056944815284076,0.0001589,21907.89258184449,252935.51067055168,253017.93360124645
active,53.05624481469281,0.0001925,21585.37023847557,250375.56525336055,250474.43440829543
active,53.04854480818889,0.0001249,21484.91169485288,249595.62947908934,249659.5796791132
active,53.05524481384815,0.0001889,21907.880336586528,252927.63340417147,253025.6175816827
active,53.055344813932614,0.0001426,21907.482518579647,252936.50227121712,253010.4693149653
active,53.05254481156755,0.0002011,21734.026583340936,251550.82221946275,251654.58205786286
active,53.05464481334135,0.0001447,21907.84890909281,252938.84887992998,253013.90603676645
active,53.05484481351028,0.0001344,21907.540354355955,252939.08535064396,253008.7991527212
active,53.028944791633464,0.0002068,21623.13988885285,250671.30958898782,250777.6471740464
active,53.05544481401708,0.0001557,21908.11736183827,252938.1143522997,253018.87796520354
active,53.05494481359475,0.0001192,21908.126465990597,252947.65270808243,253009.4833138963
active,53.054544813256875,0.0001539,21907.679818798988,252935.12851506486,253014.9573816844
active,53.05354481241221,0.000156,21907.841070412218,252935.85632003538,253016.7748665005
active,53.05324481215881,0.0001624,21907.98941003147,252935.3669991909,253019.60566115097
active,53.054544813256875,0.0001631,21908.066387451065,252935.79287710006,253020.39483491587
active,53.05314481207435,0.0001653,21907.81048652286,252933.20298804014,253018.9454449761
active,53.05284481182095,0.0001729,21908.03493033704,252933.00296265775,253022.6882140622
active,53.05354481241221,0.0001419,21907.775452586196,252938.99541467405,253012.60002246662
active,53.05394481275008,0.0001341,21907.96664994962,252942.52715491434,253012.08624817166
active,53.05254481156755,0.0001452,21907.93408784446,252939.39135940993,253014.70806584644
active,53.05254481156755,8.57e-05,21908.06027926652,252955.8188355391,253000.27246176332
active,53.053644812496685,0.0001398,21908.026858831363,252941.52394763095,253014.03982424623
active,53.053444812327754,0.0001141,21908.130145466446,252949.00446260287,253008.18963804978
active,53.05334481224329,0.0001238,21908.210730660525,252947.12462282812,253011.34147373086
active,53.055344813932614,0.000141,21908.215530014015,252942.70155071947,253015.84030112057
active,53.05354481241221,0.0001224,21463.94060381998,249429.67402545406,249492.3034098921
active,53.054044812834555,0.0001333,21907.963697686882,252942.71134221714,253011.85546077194
active,53.05324481215881,0.0001307,21908.103778340723,252944.49107435092,253012.2868344236
active,53.055544814101545,0.0001661,21908.35555571361,252937.29661460526,253023.455467126
active,53.05564481418601,0.0001113,21908.332300386744,252951.32593782814,253009.05907147966
active,53.053644812496685,0.0001296,21907.99470375697,252943.91563321062,253011.14058609662
active,53.05574481427048,0.0001206,21908.06327518518,252946.79095125227,253009.3476351658
active,53.05474481342581,0.0001301,21908.09044209667,252944.54144887836,253012.02595389745
active,53.05354481241221,0.0001218,21908.162373655563,252947.26173862675,253010.44106762853
active,53.055544814101545,0.0001361,21908.18359253762,252943.72037743172,253014.3173579675
active,53.05394481275008,0.0001223,21908.184988709505,252947.31052187024,253010.7492513805
active,53.05354481241221,0.0001156,21908.202004568655,252949.1824916984,253009.14586805677
active,53.05494481359475,0.0001491,21907.99228958513,252938.83914997065,253016.1789627713
active,53.05374481258115,0.0001208,21907.852195813983,252945.0733861469,253007.73341000784
active,53.05464481334135,0.0001342,21467.618171527538,249455.8734966278,249524.54852446305
active,53.054544813256875,0.0001496,21908.08404303222,252939.43350586435,253017.03289083732
active,53.05514481376368,0.000125,21908.235280102934,252947.0071199457,253011.84647664527
active,53.05484481351028,0.0001221,21908.20993076848,252947.55921795638,253010.89425272518
active,53.05504481367922,0.000129,21908.121463068892,252945.07153450645,253011.98551886634
active,53.05504481367922,0.000136,21908.207051157606,252943.93142901929,253014.47658850963
active,53.055544814101545,0.0001568,21218.40823857784,247466.3622363069,247545.9803124185
active,53.05434481308795,0.0001196,21908.179898500366,252947.9706174943,253010.0088094338
active,53.05504481367922,0.0001249,21908.175171879713,252946.55872647223,253011.3460931842
active,53.054044812834555,0.0001075,21908.441320156962,252953.17181417777,253008.9340105539
active,53.05604481452388,0.0001646,21907.881907236428,252933.94811553622,253019.32766232922
active,53.055344813932614,0.0001555,21907.96195250731,252936.93988364225,253017.59937249654
active,53.05574481427048,0.0001477,21907.86740781952,252938.2167923783,253014.8301186071
active,53.056544814946214,0.0001452,21908.365387248756,252942.79478604053,253018.11248097566
active,53.05584481435494,0.0001609,21907.90330009221,252935.07653886545,253018.53691567032
active,53.05564481418601,0.0001482,21907.910193516225,252938.4247416455,253015.29752248502
active,53.05544481401708,0.0001428,21907.935236751393,252940.02287771986,253014.0946825075
active,53.056344814777276,0.0001534,21907.78406199487,252936.08078352842,253015.65054951492
active,53.056744815115145,0.0001714,21907.768093874016,252931.28641049704,253020.19287244612
active,53.05514481376368,0.0001625,21907.829610533066,252934.08008706642,253018.37021023972
active,53.056944815284076,0.0001498,21907.84072138019,252937.46156254524,253015.16411467167
active,53.05464481334135,0.0001162,21907.892829076678,252946.58706818498,253006.8611060628
active,53.056144814608345,0.0001607,21907.80200797996,252934.3291124411,253017.68549038775
active,53.056144814608345,0.0001743,21904.75180180958,252906.73243135898,252997.1348462255
active,53.05474481342581,0.0001861,21907.829392388274,252927.9576060126,253024.48924797215
active,53.05504481367922,0.0001454,21907.952950293762,252939.48833430657,253014.9088260537
active,53.052344811398626,0.0001174,21448.17517579659,249305.67546333425,249365.71703921407
active,53.05724481553748,0.0001731,21908.068859812447,252933.21882529178,253023.00791174
active,53.056144814608345,0.0001484,21907.918279479047,252938.43667783702,253015.41321956183
active,53.05784481604428,0.0001276,21908.134726633754,252945.5392996369,253011.72711243105
active,53.05584481435494,0.0001584,21908.11744909848,252937.41477833036,253019.5789165316
active,53.05524481384815,0.0001484,21907.901569465343,252938.3048173926,253015.28131997545
active,53.05624481469281,0.0001855,21908.092405446736,252930.18860314187,253026.40979014378
active,53.055544814101545,0.0001814,21907.86135791804,252929.42880608287,253023.52260986972
active,53.056944815284076,0.0001552,21907.748795456653,252935.33565595883,253015.8390094669
active,53.056744815115145,0.0001575,21907.89018223823,252935.85483178875,253017.551563296
active,42.9999363204924,9.99e-05,21628.02033875677,250737.47472709775,250788.85153149097
active,53.05424481300348,0.000119,21464.46029141971,249434.67297354242,249495.56363569893
active,53.05734481562194,0.000189,21907.93314254138,252928.0241490538,253026.06035502505
active,53.056544814946214,0.0001647,21907.92879414826,252934.29216353162,253019.72370314485
active,53.05484481351028,0.0001479,21907.87963851998,252938.26143529618,253014.97853188732
active,53.05374481258115,0.0001417,21908.27262793837,252942.97056697815,253016.47254526717
active,53.03734479872865,0.0001241,21521.63982070609,249887.47345077648,249951.08643565842
active,53.05664481503068,0.0001611,21908.221972785796,252937.53930926695,253021.10423834246
active,53.05434481308795,0.0001238,21908.161748288177,252946.7380899828,253010.95484516816
active,53.05444481317242,0.000148,21908.036268316933,252939.47148133445,253016.2408147543
active,53.05474481342581,0.0001335,21908.355352102026,252945.7500909311,253014.99877690498
active,53.053844812665616,0.0001535,21908.260135015073,252939.81156395294,253019.43435420134
active,53.05424481300348,0.0001873,21908.137489878456,252930.07751276053,253027.23251572883
active,53.05294481190542,0.000136,21908.210381616715,252943.95771022263,253014.50287686245
active,53.05314481207435,0.0001508,21908.11714368775,252939.38347769217,253017.60539641435
active,53.05394481275008,0.0001445,21908.494928729,252943.99855805747,253018.95344662212
active,53.05334481224329,0.0001487,21908.226539448,252940.79137587702,253017.9242540912
active,53.05434481308795,0.0001241,21908.257240847444,252947.4138394583,253011.78639580755
active,53.054044812834555,0.0001688,21908.1113263421,252934.6691565961,253022.22789361814
active,43.00203632226621,7.28e-05,21628.051875661877,250744.69320134236,250782.1329910892
active,53.054544813256875,0.000168,21907.848225571277,252932.8005292968,253019.94359831023
active,53.05474481342581,0.0001359,21908.178487785677,252943.7319663731,253014.22519315107
active,53.05274481173649,0.0001232,21908.11027922021,252946.48754751883,253010.39297439912
active,53.05444481317242,0.0001551,21908.20457876503,252938.95819673606,253019.41079536674
active,53.054044812834555,0.0001424,21908.247525757684,252942.5909325386,253016.45595521544
active,53.053644812496685,0.0001349,21907.972583563846,252942.36649402147,253012.34056840418
active,53.05494481359475,0.0001699,21907.942057479835,252933.0481775188,253021.17704478404
active,53.056944815284076,0.0001482,21907.955931639914,252938.78566584983,253015.65855368314
active,53.05704481536854,0.0001614,21907.809468515647,252934.20643582172,253017.92592838532
active,53.053844812665616,0.0001413,21907.934160560086,252940.40341791417,253013.69715512512
active,53.054544813256875,0.0001753,21907.97892439044,252931.93857246023,253022.8685769535
active,53.05434481308795,0.0001368,21907.945169711278,252941.6573909584,253012.61695648913
active,53.05544481401708,0.0001768,21907.999299410843,252931.71031598523,253023.41844354992
active,53.05414481291901,0.0001356,21908.271828041805,252944.54633696718,253014.8841493411
active,53.05324481215881,0.0001876,21907.938450782814,252928.42913233576,253025.73915990742
active,53.05524481384815,0.0001198,21908.09993889693,252947.2877607648,253009.42954429795
active,53.053444812327754,0.0001538,21908.124546264557,252938.66382220422,253018.44189786402
active,53.053844812665616,0.000127,21907.84376086782,252943.39882632694,253009.27482788102
active,53.05274481173649,0.0001454,21716.68567656162,251427.9702363686,251502.95111473303
active,53.05424481300348,0.0001956,21908.274925823367,252929.00931767785,253030.47006544517
active,53.05324481215881,0.0001747,21908.148862819253,252933.4351489853,253024.05439560875
active,53.05274481173649,0.000192,21908.096986598266,252928.53893585905,253028.1317686343
active,53.05254481156755,0.0001321,21908.260571321814,252945.36526006358,253013.88754495914
active,53.05254481156755,0.0002211,21908.097975545512,252920.99946979547,253035.68684473966
active,53.052444811483085,0.000216,21908.073251891103,252922.12710394643,253034.16895989623
active,53.05274481173649,0.0001669,21908.005407561388,252934.32613515996,253020.89903864145
active,53.052644811652016,0.0001463,21907.946624025342,252939.20499331562,253015.09230981107
active,53.05324481215881,0.0001455,21908.06531124688,252940.34905190894,253015.8216727494
active,53.05274481173649,0.0001532,21907.8662152906,252936.78093216938,253016.24715527237
active,53.05314481207435,0.0001042,21908.220503891665,252952.28514922308,253006.33521266477
active,53.053044811989885,0.0001371,21907.88216901143,252941.082433796,253012.1974760716
active,53.05434481308795,0.000147,21908.128647497866,252940.45980995806,253016.71064601504
active,53.053644812496685,0.00012,21522.453195001875,249894.98100472207,249956.4939017108
active,53.05214481122969,0.0001754,21908.01611137627,252932.20607495148,253023.18805348166
active,53.05514481376368,0.0001586,21908.219863977458,252938.17106199544,253020.43919918285
active,53.05544481401708,0.0001137,21907.75560152611,252946.1525392232,253005.12955719756
active,53.05544481401708,0.0002141,21908.075477017715,252922.637438134,253033.693748241
active,53.05474481342581,0.0001444,21907.72155667825,252937.92172925622,253012.82298319272
active,53.05714481545301,0.0001921,21907.776368789837,252925.9830835849,253025.6268154465
active,53.055344813932614,0.0001592,21907.50154021942,252932.34713761054,253014.92469848684
active,53.056344814777276,0.0001782,21907.49108413047,252927.33694838992,253019.76984201994
active,53.05424481300348,0.0001363,21907.80305507239,252940.66561304728,253011.36551769043
active,53.05374481258115,0.0001397,21907.5484836736,252937.77493555035,253010.23788614155
active,53.05514481376368,0.0001634,21907.41924423427,252930.60845991972,253015.36436227884
active,53.05734481562194,0.0001629,21907.98475620897,252935.20059822933,253019.69860370934
active,53.056344814777276,0.0001908,21907.501351166262,252924.15013413152,253023.11871782847
active,53.05514481376368,0.0001559,21907.506557400553,252933.24258905125,253014.10844147688
active,53.05724481553748,0.000208,21908.11887434868,252924.56194217724,253032.45424954512
active,53.056144814608345,0.00021,21907.942042936695,252922.6479227488,253031.5770699973
active,53.05584481435494,0.0001294,21907.419389658684,252939.4275410472,253006.5475766274
active,53.055344813932614,0.0002094,21907.863481200387,252922.18363479327,253030.80129623783
active,53.056144814608345,0.0001668,21907.611482454304,252931.24361941052,253017.76361461717
active,53.05484481351028,0.0001831,21908.19166415879,252931.5942890618,253026.57085269925
active,53.05504481367922,0.0001532,21907.53151245738,252934.13976173245,253013.60517545682
active,53.05724481553748,0.000184,21907.951714126084,252929.46746926816,253024.91017875538
active,53.05644481486174,0.0001712,21908.092129123375,252933.8952177799,253022.69881387817
active,53.05564481418601,0.0001559,21908.01411895342,252937.2477887728,253018.11489021446
active,53.05524481384815,0.0001605,21907.974517806433,252935.74226007966,253018.99533346342
active,53.05494481359475,0.0001285,21907.81787434946,252942.80551731947,253009.459529378
active,53.05494481359475,0.0001757,21907.84156487428,252930.75094176698,253021.88804963775
active,53.055544814101545,0.0001414,21908.340517554134,252943.58409878373,253016.9306139641
active,53.050144809540356,7.34e-05,21132.43462934369,246801.32378197694,246838.49323494599
active,53.05584481435494,0.0001449,21908.43436822354,252943.41692742263,253018.5791650564
active,53.05504481367922,0.0001872,21907.88035112958,252928.07442179119,253025.1767936187
active,53.05354481241221,0.0001154,21678.06983725754,251129.9914429724,251189.43114673925
active,53.052444811483085,0.0001253,21150.443157191046,246931.9902813978,246995.47771993838
active,53.05484481351028,0.0001692,21908.034014111774,252933.9553494223,253021.72136512236
active,53.055544814101545,0.000157,21907.86892029541,252935.81673031862,253017.25405443183
