id,category,satellite_name,tle_line1,tle_line2,inclination,eccentricity,period,perigee,apogee,epoch,raan,arg_perigee,mean_anomaly,mean_motion,semi_major_axis,velocity,orbit_type,satellite_age,bstar,rev_num,norad_number,ephemeris_type,intl_designator
6133,active,COSMOS 2567,1 55978U 23040A   25017.59586679  .00008829  00000+0  33048-3 0  9990,2 55978  97.5887 291.9699 0009125 112.0811 248.1398 15.27508661101475,97.58870000000002,0.0009125,94.27115123899124,477.138691739784,489.6607462269294,2025-01-17 14:18:02.890656,291.9699,112.0811,248.1398,15.27508661,6861.399718983356,7.621887384492374,LEO,2,0.00033048,10147,55978,0,23040A
6142,active,STARLINK-5956,1 55994U 23042J   25017.43465751  .00000828  00000+0  76322-4 0  9994,2 55994  43.0030 158.0271 0001423 270.8469  89.2210 15.02540693100293,43.003,0.0001423,95.83767060077886,558.214924499116,560.1892522134622,2025-01-17 10:25:54.408864,158.0271,270.8469,89.221,15.02540693,6937.202088356289,7.580131062809445,LEO,2,7.6322e-05,10029,55994,0,23042J
6143,active,STARLINK-5957,1 55995U 23042K   25016.44304565 -.00000082  00000+0  90138-5 0  9995,2 55995  43.0020 163.4870 0000939 275.3291  84.7444 15.02533222100482,43.002,9.39e-05,95.83814713149818,558.5736786603957,559.8764895311888,2025-01-16 10:37:59.14416,163.487,275.3291,84.7444,15.02533222,6937.225084095792,7.580118499366451,LEO,3,9.0138e-06,10048,55995,0,23042K
6146,active,STARLINK-5901,1 55999U 23042P   25016.75989040  .00000760  00000+0  71349-4 0  9994,2 55999  43.0019 161.5636 0001202 277.8665  82.2040 15.02536397100198,43.0019,0.0001202,95.83794461652565,558.3814581414354,560.0491647023009,2025-01-16 18:14:14.53056,161.5636,277.8665,82.204,15.02536397,6937.215311421868,7.580123838540528,LEO,3,7.1349e-05,10019,55999,0,23042P
6149,active,STARLINK-5799,1 56002U 23042S   25017.40803503  .00002210  00000+0  17876-3 0  9998,2 56002  43.0032 157.8242 0001232 267.3107  92.7594 15.02508574100295,43.0032,0.0001232,95.83971931463999,558.4462765189564,560.1556274735285,2025-01-17 09:47:34.226592,157.8242,267.3107,92.7594,15.02508574,6937.3009519962425,7.580077050303478,LEO,2,0.00017876,10029,56002,0,23042S
6150,active,STARLINK-5789,1 56003U 23042T   25017.35374982  .00000610  00000+0  60203-4 0  9992,2 56003  43.0023 158.2756 0001264 267.9786  92.0912 15.02539219100281,43.0023,0.0001264,95.83776461810943,558.3297623960561,560.0834882309355,2025-01-17 08:29:23.984448,158.2756,267.9786,92.0912,15.02539219,6937.206625313495,7.580128584093031,LEO,2,6.0203e-05,10028,56003,0,23042T
6151,active,STARLINK-5787,1 56004U 23042U   25016.73658375  .00000521  00000+0  53669-4 0  9994,2 56004  43.0016 161.3898 0001318 263.5382  96.5310 15.02538322100195,43.0016,0.0001318,95.83782183227405,558.2950620770116,560.1237104712336,2025-01-16 17:40:40.836,161.3898,263.5382,96.531,15.02538322,6937.209386274123,7.580127075673904,LEO,3,5.3669000000000004e-05,10019,56004,0,23042U
6138,active,STARLINK-5947,1 55989U 23042D   25016.44637438  .00000246  00000+0  33278-4 0  9998,2 55989  42.9999 163.5088 0000836 267.0423  93.0323 15.02534303100481,42.9999,8.36e-05,95.83807818063507,558.6418050269176,559.8017085046476,2025-01-16 10:42:46.746432,163.5088,267.0423,93.0323,15.02534303,6937.221756765783,7.580120317208926,LEO,3,3.3278e-05,10048,55989,0,23042D
6154,active,STARLINK-5806,1 56007U 23042X   25017.46672791  .00000910  00000+0  82423-4 0  9998,2 56007  43.0019 157.4039 0001467 265.9948  94.0726 15.02536065100302,43.0019,0.0001467,95.83796579285436,558.198643682661,560.2340229548563,2025-01-17 11:12:05.291424,157.4039,265.9948,94.0726,15.02536065,6937.216333318759,7.580123280239842,LEO,2,8.242300000000001e-05,10030,56007,0,23042X
6155,active,STARLINK-5803,1 56008U 23042Y   25016.79555356  .00000341  00000+0  41073-4 0  9995,2 56008  43.0021 160.9701 0001208 274.4037  85.6667 15.01721699100205,43.0021,0.0001208,95.88993759355674,560.8857685334588,562.5624058729272,2025-01-16 19:05:35.827584,160.9701,274.4037,85.6667,15.01721699,6939.724087203193,7.578753571519222,LEO,3,4.1073e-05,10020,56008,0,23042Y
